,Edge,Min Odds Away,Min Odds Home,Max Odds Away,Max Odds Home,Profit
3811,4.0,-200.0,-500.0,1000.0,300.0,-597.6
3812,4.0,-200.0,-500.0,1000.0,200.0,-419.6
3813,4.0,-200.0,-500.0,1000.0,150.0,-256.6
3814,4.0,-200.0,-500.0,1000.0,125.0,-150.60000000000002
3815,4.0,-200.0,-500.0,1000.0,0.0,-152.60000000000002
3816,4.0,-200.0,-500.0,600.0,1000.0,-597.6
3817,4.0,-200.0,-500.0,600.0,600.0,-597.6
3818,4.0,-200.0,-500.0,600.0,500.0,-597.6
3819,4.0,-200.0,-500.0,600.0,400.0,-597.6
3820,4.0,-200.0,-500.0,600.0,300.0,-597.6
3821,4.0,-200.0,-500.0,600.0,200.0,-419.6
3822,4.0,-200.0,-500.0,600.0,150.0,-256.6
3823,4.0,-200.0,-500.0,600.0,125.0,-150.60000000000002
3824,4.0,-200.0,-500.0,600.0,0.0,-152.60000000000002
3825,4.0,-200.0,-500.0,500.0,1000.0,-597.6
3826,4.0,-200.0,-500.0,500.0,600.0,-597.6
3827,4.0,-200.0,-500.0,500.0,500.0,-597.6
3828,4.0,-200.0,-500.0,500.0,400.0,-597.6
3829,4.0,-200.0,-500.0,500.0,300.0,-597.6
3830,4.0,-200.0,-500.0,500.0,200.0,-419.6
3831,4.0,-200.0,-500.0,500.0,150.0,-256.6
3832,4.0,-200.0,-500.0,500.0,125.0,-150.60000000000002
3833,4.0,-200.0,-500.0,500.0,0.0,-152.60000000000002
3834,4.0,-200.0,-500.0,400.0,1000.0,-597.6
3835,4.0,-200.0,-500.0,400.0,600.0,-597.6
3836,4.0,-200.0,-500.0,400.0,500.0,-597.6
3837,4.0,-200.0,-500.0,400.0,400.0,-597.6
3838,4.0,-200.0,-500.0,400.0,300.0,-597.6
3839,4.0,-200.0,-500.0,400.0,200.0,-419.6
3840,4.0,-200.0,-500.0,400.0,150.0,-256.6
3841,4.0,-200.0,-500.0,400.0,125.0,-150.60000000000002
3842,4.0,-200.0,-500.0,400.0,0.0,-152.60000000000002
3843,4.0,-200.0,-500.0,300.0,1000.0,-408.6
3844,4.0,-200.0,-500.0,300.0,600.0,-408.6
3845,4.0,-200.0,-500.0,300.0,500.0,-408.6
3846,4.0,-200.0,-500.0,300.0,400.0,-408.6
3847,4.0,-200.0,-500.0,300.0,300.0,-408.6
3848,4.0,-200.0,-500.0,300.0,200.0,-230.60000000000002
3849,4.0,-200.0,-500.0,300.0,150.0,-67.60000000000002
3850,4.0,-200.0,-500.0,300.0,125.0,38.40000000000009
3851,4.0,-200.0,-500.0,300.0,0.0,36.40000000000009
3852,4.0,-200.0,-500.0,200.0,1000.0,-521.6
3853,4.0,-200.0,-500.0,200.0,600.0,-521.6
3854,4.0,-200.0,-500.0,200.0,500.0,-521.6
3855,4.0,-200.0,-500.0,200.0,400.0,-521.6
3856,4.0,-200.0,-500.0,200.0,300.0,-521.6
3857,4.0,-200.0,-500.0,200.0,200.0,-343.6
3858,4.0,-200.0,-500.0,200.0,150.0,-180.60000000000002
3859,4.0,-200.0,-500.0,200.0,125.0,-74.60000000000002
3860,4.0,-200.0,-500.0,200.0,0.0,-76.60000000000002
3861,4.0,-200.0,-500.0,150.0,1000.0,-280.6
3862,4.0,-200.0,-500.0,150.0,600.0,-280.6
3863,4.0,-200.0,-500.0,150.0,500.0,-280.6
3864,4.0,-200.0,-500.0,150.0,400.0,-280.6
3865,4.0,-200.0,-500.0,150.0,300.0,-280.6
3866,4.0,-200.0,-500.0,150.0,200.0,-102.60000000000002
3867,4.0,-200.0,-500.0,150.0,150.0,60.40000000000009
3868,4.0,-200.0,-500.0,150.0,125.0,166.4000000000001
3869,4.0,-200.0,-500.0,150.0,0.0,164.4000000000001
3870,4.0,-200.0,-500.0,125.0,1000.0,-417.6
3871,4.0,-200.0,-500.0,125.0,600.0,-417.6
3872,4.0,-200.0,-500.0,125.0,500.0,-417.6
3873,4.0,-200.0,-500.0,125.0,400.0,-417.6
3874,4.0,-200.0,-500.0,125.0,300.0,-417.6
3875,4.0,-200.0,-500.0,125.0,200.0,-239.60000000000002
3876,4.0,-200.0,-500.0,125.0,150.0,-76.60000000000002
3877,4.0,-200.0,-500.0,125.0,125.0,29.40000000000009
3878,4.0,-200.0,-500.0,125.0,0.0,27.40000000000009
3879,4.0,-200.0,-500.0,0.0,1000.0,-431.6
3880,4.0,-200.0,-500.0,0.0,600.0,-431.6
3881,4.0,-200.0,-500.0,0.0,500.0,-431.6
3882,4.0,-200.0,-500.0,0.0,400.0,-431.6
3883,4.0,-200.0,-500.0,0.0,300.0,-431.6
3884,4.0,-200.0,-500.0,0.0,200.0,-253.60000000000002
3885,4.0,-200.0,-500.0,0.0,150.0,-90.60000000000002
3886,4.0,-200.0,-500.0,0.0,125.0,15.399999999999977
3887,4.0,-200.0,-500.0,0.0,0.0,13.399999999999977
3888,4.0,-200.0,-400.0,1000.0,1000.0,-597.6
3889,4.0,-200.0,-400.0,1000.0,600.0,-597.6
3890,4.0,-200.0,-400.0,1000.0,500.0,-597.6
3891,4.0,-200.0,-400.0,1000.0,400.0,-597.6
3892,4.0,-200.0,-400.0,1000.0,300.0,-597.6
3893,4.0,-200.0,-400.0,1000.0,200.0,-419.6
3894,4.0,-200.0,-400.0,1000.0,150.0,-256.6
3895,4.0,-200.0,-400.0,1000.0,125.0,-150.60000000000002
3896,4.0,-200.0,-400.0,1000.0,0.0,-152.60000000000002
3897,4.0,-200.0,-400.0,600.0,1000.0,-597.6
3898,4.0,-200.0,-400.0,600.0,600.0,-597.6
3899,4.0,-200.0,-400.0,600.0,500.0,-597.6
3900,4.0,-200.0,-400.0,600.0,400.0,-597.6
3901,4.0,-200.0,-400.0,600.0,300.0,-597.6
3902,4.0,-200.0,-400.0,600.0,200.0,-419.6
3903,4.0,-200.0,-400.0,600.0,150.0,-256.6
3904,4.0,-200.0,-400.0,600.0,125.0,-150.60000000000002
3905,4.0,-200.0,-400.0,600.0,0.0,-152.60000000000002
3906,4.0,-200.0,-400.0,500.0,1000.0,-597.6
3907,4.0,-200.0,-400.0,500.0,600.0,-597.6
3908,4.0,-200.0,-400.0,500.0,500.0,-597.6
3909,4.0,-200.0,-400.0,500.0,400.0,-597.6
3910,4.0,-200.0,-400.0,500.0,300.0,-597.6
3911,4.0,-200.0,-400.0,500.0,200.0,-419.6
3912,4.0,-200.0,-400.0,500.0,150.0,-256.6
3913,4.0,-200.0,-400.0,500.0,125.0,-150.60000000000002
3914,4.0,-200.0,-400.0,500.0,0.0,-152.60000000000002
3915,4.0,-200.0,-400.0,400.0,1000.0,-597.6
3916,4.0,-200.0,-400.0,400.0,600.0,-597.6
3917,4.0,-200.0,-400.0,400.0,500.0,-597.6
3918,4.0,-200.0,-400.0,400.0,400.0,-597.6
3919,4.0,-200.0,-400.0,400.0,300.0,-597.6
3920,4.0,-200.0,-400.0,400.0,200.0,-419.6
3921,4.0,-200.0,-400.0,400.0,150.0,-256.6
3922,4.0,-200.0,-400.0,400.0,125.0,-150.60000000000002
3923,4.0,-200.0,-400.0,400.0,0.0,-152.60000000000002
3924,4.0,-200.0,-400.0,300.0,1000.0,-408.6
3925,4.0,-200.0,-400.0,300.0,600.0,-408.6
3926,4.0,-200.0,-400.0,300.0,500.0,-408.6
3927,4.0,-200.0,-400.0,300.0,400.0,-408.6
3928,4.0,-200.0,-400.0,300.0,300.0,-408.6
3929,4.0,-200.0,-400.0,300.0,200.0,-230.60000000000002
3930,4.0,-200.0,-400.0,300.0,150.0,-67.60000000000002
3931,4.0,-200.0,-400.0,300.0,125.0,38.40000000000009
3932,4.0,-200.0,-400.0,300.0,0.0,36.40000000000009
3933,4.0,-200.0,-400.0,200.0,1000.0,-521.6
3934,4.0,-200.0,-400.0,200.0,600.0,-521.6
3935,4.0,-200.0,-400.0,200.0,500.0,-521.6
3936,4.0,-200.0,-400.0,200.0,400.0,-521.6
3937,4.0,-200.0,-400.0,200.0,300.0,-521.6
3938,4.0,-200.0,-400.0,200.0,200.0,-343.6
3939,4.0,-200.0,-400.0,200.0,150.0,-180.60000000000002
3940,4.0,-200.0,-400.0,200.0,125.0,-74.60000000000002
3941,4.0,-200.0,-400.0,200.0,0.0,-76.60000000000002
3942,4.0,-200.0,-400.0,150.0,1000.0,-280.6
3943,4.0,-200.0,-400.0,150.0,600.0,-280.6
3944,4.0,-200.0,-400.0,150.0,500.0,-280.6
3945,4.0,-200.0,-400.0,150.0,400.0,-280.6
3946,4.0,-200.0,-400.0,150.0,300.0,-280.6
3947,4.0,-200.0,-400.0,150.0,200.0,-102.60000000000002
3948,4.0,-200.0,-400.0,150.0,150.0,60.40000000000009
3949,4.0,-200.0,-400.0,150.0,125.0,166.4000000000001
3950,4.0,-200.0,-400.0,150.0,0.0,164.4000000000001
3951,4.0,-200.0,-400.0,125.0,1000.0,-417.6
3952,4.0,-200.0,-400.0,125.0,600.0,-417.6
3953,4.0,-200.0,-400.0,125.0,500.0,-417.6
3954,4.0,-200.0,-400.0,125.0,400.0,-417.6
3955,4.0,-200.0,-400.0,125.0,300.0,-417.6
3956,4.0,-200.0,-400.0,125.0,200.0,-239.60000000000002
3957,4.0,-200.0,-400.0,125.0,150.0,-76.60000000000002
3958,4.0,-200.0,-400.0,125.0,125.0,29.40000000000009
3959,4.0,-200.0,-400.0,125.0,0.0,27.40000000000009
3960,4.0,-200.0,-400.0,0.0,1000.0,-431.6
3961,4.0,-200.0,-400.0,0.0,600.0,-431.6
3962,4.0,-200.0,-400.0,0.0,500.0,-431.6
3963,4.0,-200.0,-400.0,0.0,400.0,-431.6
3964,4.0,-200.0,-400.0,0.0,300.0,-431.6
3965,4.0,-200.0,-400.0,0.0,200.0,-253.60000000000002
3966,4.0,-200.0,-400.0,0.0,150.0,-90.60000000000002
3967,4.0,-200.0,-400.0,0.0,125.0,15.399999999999977
3968,4.0,-200.0,-400.0,0.0,0.0,13.399999999999977
3969,4.0,-200.0,-300.0,1000.0,1000.0,-597.6
3970,4.0,-200.0,-300.0,1000.0,600.0,-597.6
3971,4.0,-200.0,-300.0,1000.0,500.0,-597.6
3972,4.0,-200.0,-300.0,1000.0,400.0,-597.6
3973,4.0,-200.0,-300.0,1000.0,300.0,-597.6
3974,4.0,-200.0,-300.0,1000.0,200.0,-419.6
3975,4.0,-200.0,-300.0,1000.0,150.0,-256.6
3976,4.0,-200.0,-300.0,1000.0,125.0,-150.60000000000002
3977,4.0,-200.0,-300.0,1000.0,0.0,-152.60000000000002
3978,4.0,-200.0,-300.0,600.0,1000.0,-597.6
3979,4.0,-200.0,-300.0,600.0,600.0,-597.6
3980,4.0,-200.0,-300.0,600.0,500.0,-597.6
3981,4.0,-200.0,-300.0,600.0,400.0,-597.6
3982,4.0,-200.0,-300.0,600.0,300.0,-597.6
3983,4.0,-200.0,-300.0,600.0,200.0,-419.6
3984,4.0,-200.0,-300.0,600.0,150.0,-256.6
3985,4.0,-200.0,-300.0,600.0,125.0,-150.60000000000002
3986,4.0,-200.0,-300.0,600.0,0.0,-152.60000000000002
3987,4.0,-200.0,-300.0,500.0,1000.0,-597.6
3988,4.0,-200.0,-300.0,500.0,600.0,-597.6
3989,4.0,-200.0,-300.0,500.0,500.0,-597.6
3990,4.0,-200.0,-300.0,500.0,400.0,-597.6
3991,4.0,-200.0,-300.0,500.0,300.0,-597.6
3992,4.0,-200.0,-300.0,500.0,200.0,-419.6
3993,4.0,-200.0,-300.0,500.0,150.0,-256.6
3994,4.0,-200.0,-300.0,500.0,125.0,-150.60000000000002
3995,4.0,-200.0,-300.0,500.0,0.0,-152.60000000000002
3996,4.0,-200.0,-300.0,400.0,1000.0,-597.6
3997,4.0,-200.0,-300.0,400.0,600.0,-597.6
3998,4.0,-200.0,-300.0,400.0,500.0,-597.6
3999,4.0,-200.0,-300.0,400.0,400.0,-597.6
4000,4.0,-200.0,-300.0,400.0,300.0,-597.6
4001,4.0,-200.0,-300.0,400.0,200.0,-419.6
4002,4.0,-200.0,-300.0,400.0,150.0,-256.6
4003,4.0,-200.0,-300.0,400.0,125.0,-150.60000000000002
4004,4.0,-200.0,-300.0,400.0,0.0,-152.60000000000002
4005,4.0,-200.0,-300.0,300.0,1000.0,-408.6
4006,4.0,-200.0,-300.0,300.0,600.0,-408.6
4007,4.0,-200.0,-300.0,300.0,500.0,-408.6
4008,4.0,-200.0,-300.0,300.0,400.0,-408.6
4009,4.0,-200.0,-300.0,300.0,300.0,-408.6
4010,4.0,-200.0,-300.0,300.0,200.0,-230.60000000000002
4011,4.0,-200.0,-300.0,300.0,150.0,-67.60000000000002
4012,4.0,-200.0,-300.0,300.0,125.0,38.40000000000009
4013,4.0,-200.0,-300.0,300.0,0.0,36.40000000000009
4014,4.0,-200.0,-300.0,200.0,1000.0,-521.6
4015,4.0,-200.0,-300.0,200.0,600.0,-521.6
4016,4.0,-200.0,-300.0,200.0,500.0,-521.6
4017,4.0,-200.0,-300.0,200.0,400.0,-521.6
4018,4.0,-200.0,-300.0,200.0,300.0,-521.6
4019,4.0,-200.0,-300.0,200.0,200.0,-343.6
4020,4.0,-200.0,-300.0,200.0,150.0,-180.60000000000002
4021,4.0,-200.0,-300.0,200.0,125.0,-74.60000000000002
4022,4.0,-200.0,-300.0,200.0,0.0,-76.60000000000002
4023,4.0,-200.0,-300.0,150.0,1000.0,-280.6
4024,4.0,-200.0,-300.0,150.0,600.0,-280.6
4025,4.0,-200.0,-300.0,150.0,500.0,-280.6
4026,4.0,-200.0,-300.0,150.0,400.0,-280.6
4027,4.0,-200.0,-300.0,150.0,300.0,-280.6
4028,4.0,-200.0,-300.0,150.0,200.0,-102.60000000000002
4029,4.0,-200.0,-300.0,150.0,150.0,60.40000000000009
4030,4.0,-200.0,-300.0,150.0,125.0,166.4000000000001
4031,4.0,-200.0,-300.0,150.0,0.0,164.4000000000001
4032,4.0,-200.0,-300.0,125.0,1000.0,-417.6
4033,4.0,-200.0,-300.0,125.0,600.0,-417.6
4034,4.0,-200.0,-300.0,125.0,500.0,-417.6
4035,4.0,-200.0,-300.0,125.0,400.0,-417.6
4036,4.0,-200.0,-300.0,125.0,300.0,-417.6
4037,4.0,-200.0,-300.0,125.0,200.0,-239.60000000000002
4038,4.0,-200.0,-300.0,125.0,150.0,-76.60000000000002
4039,4.0,-200.0,-300.0,125.0,125.0,29.40000000000009
4040,4.0,-200.0,-300.0,125.0,0.0,27.40000000000009
4041,4.0,-200.0,-300.0,0.0,1000.0,-431.6
4042,4.0,-200.0,-300.0,0.0,600.0,-431.6
4043,4.0,-200.0,-300.0,0.0,500.0,-431.6
4044,4.0,-200.0,-300.0,0.0,400.0,-431.6
4045,4.0,-200.0,-300.0,0.0,300.0,-431.6
4046,4.0,-200.0,-300.0,0.0,200.0,-253.60000000000002
4047,4.0,-200.0,-300.0,0.0,150.0,-90.60000000000002
4048,4.0,-200.0,-300.0,0.0,125.0,15.399999999999977
4049,4.0,-200.0,-300.0,0.0,0.0,13.399999999999977
4050,4.0,-200.0,-200.0,1000.0,1000.0,-597.6
4051,4.0,-200.0,-200.0,1000.0,600.0,-597.6
4052,4.0,-200.0,-200.0,1000.0,500.0,-597.6
4053,4.0,-200.0,-200.0,1000.0,400.0,-597.6
4054,4.0,-200.0,-200.0,1000.0,300.0,-597.6
4055,4.0,-200.0,-200.0,1000.0,200.0,-419.6
4056,4.0,-200.0,-200.0,1000.0,150.0,-256.6
4057,4.0,-200.0,-200.0,1000.0,125.0,-150.60000000000002
4058,4.0,-200.0,-200.0,1000.0,0.0,-152.60000000000002
4059,4.0,-200.0,-200.0,600.0,1000.0,-597.6
4060,4.0,-200.0,-200.0,600.0,600.0,-597.6
4061,4.0,-200.0,-200.0,600.0,500.0,-597.6
4062,4.0,-200.0,-200.0,600.0,400.0,-597.6
4063,4.0,-200.0,-200.0,600.0,300.0,-597.6
4064,4.0,-200.0,-200.0,600.0,200.0,-419.6
4065,4.0,-200.0,-200.0,600.0,150.0,-256.6
4066,4.0,-200.0,-200.0,600.0,125.0,-150.60000000000002
4067,4.0,-200.0,-200.0,600.0,0.0,-152.60000000000002
4068,4.0,-200.0,-200.0,500.0,1000.0,-597.6
4069,4.0,-200.0,-200.0,500.0,600.0,-597.6
4070,4.0,-200.0,-200.0,500.0,500.0,-597.6
4071,4.0,-200.0,-200.0,500.0,400.0,-597.6
4072,4.0,-200.0,-200.0,500.0,300.0,-597.6
4073,4.0,-200.0,-200.0,500.0,200.0,-419.6
4074,4.0,-200.0,-200.0,500.0,150.0,-256.6
4075,4.0,-200.0,-200.0,500.0,125.0,-150.60000000000002
4076,4.0,-200.0,-200.0,500.0,0.0,-152.60000000000002
4077,4.0,-200.0,-200.0,400.0,1000.0,-597.6
4078,4.0,-200.0,-200.0,400.0,600.0,-597.6
4079,4.0,-200.0,-200.0,400.0,500.0,-597.6
4080,4.0,-200.0,-200.0,400.0,400.0,-597.6
4081,4.0,-200.0,-200.0,400.0,300.0,-597.6
4082,4.0,-200.0,-200.0,400.0,200.0,-419.6
4083,4.0,-200.0,-200.0,400.0,150.0,-256.6
4084,4.0,-200.0,-200.0,400.0,125.0,-150.60000000000002
4085,4.0,-200.0,-200.0,400.0,0.0,-152.60000000000002
4086,4.0,-200.0,-200.0,300.0,1000.0,-408.6
4087,4.0,-200.0,-200.0,300.0,600.0,-408.6
4088,4.0,-200.0,-200.0,300.0,500.0,-408.6
4089,4.0,-200.0,-200.0,300.0,400.0,-408.6
4090,4.0,-200.0,-200.0,300.0,300.0,-408.6
4091,4.0,-200.0,-200.0,300.0,200.0,-230.60000000000002
4092,4.0,-200.0,-200.0,300.0,150.0,-67.60000000000002
4093,4.0,-200.0,-200.0,300.0,125.0,38.40000000000009
4094,4.0,-200.0,-200.0,300.0,0.0,36.40000000000009
4095,4.0,-200.0,-200.0,200.0,1000.0,-521.6
4096,4.0,-200.0,-200.0,200.0,600.0,-521.6
4097,4.0,-200.0,-200.0,200.0,500.0,-521.6
4098,4.0,-200.0,-200.0,200.0,400.0,-521.6
4099,4.0,-200.0,-200.0,200.0,300.0,-521.6
4100,4.0,-200.0,-200.0,200.0,200.0,-343.6
4101,4.0,-200.0,-200.0,200.0,150.0,-180.60000000000002
4102,4.0,-200.0,-200.0,200.0,125.0,-74.60000000000002
4103,4.0,-200.0,-200.0,200.0,0.0,-76.60000000000002
4104,4.0,-200.0,-200.0,150.0,1000.0,-280.6
4105,4.0,-200.0,-200.0,150.0,600.0,-280.6
4106,4.0,-200.0,-200.0,150.0,500.0,-280.6
4107,4.0,-200.0,-200.0,150.0,400.0,-280.6
4108,4.0,-200.0,-200.0,150.0,300.0,-280.6
4109,4.0,-200.0,-200.0,150.0,200.0,-102.60000000000002
4110,4.0,-200.0,-200.0,150.0,150.0,60.40000000000009
4111,4.0,-200.0,-200.0,150.0,125.0,166.4000000000001
4112,4.0,-200.0,-200.0,150.0,0.0,164.4000000000001
4113,4.0,-200.0,-200.0,125.0,1000.0,-417.6
4114,4.0,-200.0,-200.0,125.0,600.0,-417.6
4115,4.0,-200.0,-200.0,125.0,500.0,-417.6
4116,4.0,-200.0,-200.0,125.0,400.0,-417.6
4117,4.0,-200.0,-200.0,125.0,300.0,-417.6
4118,4.0,-200.0,-200.0,125.0,200.0,-239.60000000000002
4119,4.0,-200.0,-200.0,125.0,150.0,-76.60000000000002
4120,4.0,-200.0,-200.0,125.0,125.0,29.40000000000009
4121,4.0,-200.0,-200.0,125.0,0.0,27.40000000000009
4122,4.0,-200.0,-200.0,0.0,1000.0,-431.6
4123,4.0,-200.0,-200.0,0.0,600.0,-431.6
4124,4.0,-200.0,-200.0,0.0,500.0,-431.6
4125,4.0,-200.0,-200.0,0.0,400.0,-431.6
4126,4.0,-200.0,-200.0,0.0,300.0,-431.6
4127,4.0,-200.0,-200.0,0.0,200.0,-253.60000000000002
4128,4.0,-200.0,-200.0,0.0,150.0,-90.60000000000002
4129,4.0,-200.0,-200.0,0.0,125.0,15.399999999999977
4130,4.0,-200.0,-200.0,0.0,0.0,13.399999999999977
4131,4.0,-200.0,-150.0,1000.0,1000.0,-597.6
4132,4.0,-200.0,-150.0,1000.0,600.0,-597.6
4133,4.0,-200.0,-150.0,1000.0,500.0,-597.6
4134,4.0,-200.0,-150.0,1000.0,400.0,-597.6
4135,4.0,-200.0,-150.0,1000.0,300.0,-597.6
4136,4.0,-200.0,-150.0,1000.0,200.0,-419.6
4137,4.0,-200.0,-150.0,1000.0,150.0,-256.6
4138,4.0,-200.0,-150.0,1000.0,125.0,-150.60000000000002
4139,4.0,-200.0,-150.0,1000.0,0.0,-152.60000000000002
4140,4.0,-200.0,-150.0,600.0,1000.0,-597.6
4141,4.0,-200.0,-150.0,600.0,600.0,-597.6
4142,4.0,-200.0,-150.0,600.0,500.0,-597.6
4143,4.0,-200.0,-150.0,600.0,400.0,-597.6
4144,4.0,-200.0,-150.0,600.0,300.0,-597.6
4145,4.0,-200.0,-150.0,600.0,200.0,-419.6
4146,4.0,-200.0,-150.0,600.0,150.0,-256.6
4147,4.0,-200.0,-150.0,600.0,125.0,-150.60000000000002
4148,4.0,-200.0,-150.0,600.0,0.0,-152.60000000000002
4149,4.0,-200.0,-150.0,500.0,1000.0,-597.6
4150,4.0,-200.0,-150.0,500.0,600.0,-597.6
4151,4.0,-200.0,-150.0,500.0,500.0,-597.6
4152,4.0,-200.0,-150.0,500.0,400.0,-597.6
4153,4.0,-200.0,-150.0,500.0,300.0,-597.6
4154,4.0,-200.0,-150.0,500.0,200.0,-419.6
4155,4.0,-200.0,-150.0,500.0,150.0,-256.6
4156,4.0,-200.0,-150.0,500.0,125.0,-150.60000000000002
4157,4.0,-200.0,-150.0,500.0,0.0,-152.60000000000002
4158,4.0,-200.0,-150.0,400.0,1000.0,-597.6
4159,4.0,-200.0,-150.0,400.0,600.0,-597.6
4160,4.0,-200.0,-150.0,400.0,500.0,-597.6
4161,4.0,-200.0,-150.0,400.0,400.0,-597.6
4162,4.0,-200.0,-150.0,400.0,300.0,-597.6
4163,4.0,-200.0,-150.0,400.0,200.0,-419.6
4164,4.0,-200.0,-150.0,400.0,150.0,-256.6
4165,4.0,-200.0,-150.0,400.0,125.0,-150.60000000000002
4166,4.0,-200.0,-150.0,400.0,0.0,-152.60000000000002
4167,4.0,-200.0,-150.0,300.0,1000.0,-408.6
4168,4.0,-200.0,-150.0,300.0,600.0,-408.6
4169,4.0,-200.0,-150.0,300.0,500.0,-408.6
4170,4.0,-200.0,-150.0,300.0,400.0,-408.6
4171,4.0,-200.0,-150.0,300.0,300.0,-408.6
4172,4.0,-200.0,-150.0,300.0,200.0,-230.60000000000002
4173,4.0,-200.0,-150.0,300.0,150.0,-67.60000000000002
4174,4.0,-200.0,-150.0,300.0,125.0,38.40000000000009
4175,4.0,-200.0,-150.0,300.0,0.0,36.40000000000009
4176,4.0,-200.0,-150.0,200.0,1000.0,-521.6
4177,4.0,-200.0,-150.0,200.0,600.0,-521.6
4178,4.0,-200.0,-150.0,200.0,500.0,-521.6
4179,4.0,-200.0,-150.0,200.0,400.0,-521.6
4180,4.0,-200.0,-150.0,200.0,300.0,-521.6
4181,4.0,-200.0,-150.0,200.0,200.0,-343.6
4182,4.0,-200.0,-150.0,200.0,150.0,-180.60000000000002
4183,4.0,-200.0,-150.0,200.0,125.0,-74.60000000000002
4184,4.0,-200.0,-150.0,200.0,0.0,-76.60000000000002
4185,4.0,-200.0,-150.0,150.0,1000.0,-280.6
4186,4.0,-200.0,-150.0,150.0,600.0,-280.6
4187,4.0,-200.0,-150.0,150.0,500.0,-280.6
4188,4.0,-200.0,-150.0,150.0,400.0,-280.6
4189,4.0,-200.0,-150.0,150.0,300.0,-280.6
4190,4.0,-200.0,-150.0,150.0,200.0,-102.60000000000002
4191,4.0,-200.0,-150.0,150.0,150.0,60.40000000000009
4192,4.0,-200.0,-150.0,150.0,125.0,166.4000000000001
4193,4.0,-200.0,-150.0,150.0,0.0,164.4000000000001
4194,4.0,-200.0,-150.0,125.0,1000.0,-417.6
4195,4.0,-200.0,-150.0,125.0,600.0,-417.6
4196,4.0,-200.0,-150.0,125.0,500.0,-417.6
4197,4.0,-200.0,-150.0,125.0,400.0,-417.6
4198,4.0,-200.0,-150.0,125.0,300.0,-417.6
4199,4.0,-200.0,-150.0,125.0,200.0,-239.60000000000002
4200,4.0,-200.0,-150.0,125.0,150.0,-76.60000000000002
4201,4.0,-200.0,-150.0,125.0,125.0,29.40000000000009
4202,4.0,-200.0,-150.0,125.0,0.0,27.40000000000009
4203,4.0,-200.0,-150.0,0.0,1000.0,-431.6
4204,4.0,-200.0,-150.0,0.0,600.0,-431.6
4205,4.0,-200.0,-150.0,0.0,500.0,-431.6
4206,4.0,-200.0,-150.0,0.0,400.0,-431.6
4207,4.0,-200.0,-150.0,0.0,300.0,-431.6
4208,4.0,-200.0,-150.0,0.0,200.0,-253.60000000000002
4209,4.0,-200.0,-150.0,0.0,150.0,-90.60000000000002
4210,4.0,-200.0,-150.0,0.0,125.0,15.399999999999977
4211,4.0,-200.0,-150.0,0.0,0.0,13.399999999999977
4212,4.0,-200.0,-125.0,1000.0,1000.0,-597.6
4213,4.0,-200.0,-125.0,1000.0,600.0,-597.6
4214,4.0,-200.0,-125.0,1000.0,500.0,-597.6
4215,4.0,-200.0,-125.0,1000.0,400.0,-597.6
4216,4.0,-200.0,-125.0,1000.0,300.0,-597.6
4217,4.0,-200.0,-125.0,1000.0,200.0,-419.6
4218,4.0,-200.0,-125.0,1000.0,150.0,-256.6
4219,4.0,-200.0,-125.0,1000.0,125.0,-150.60000000000002
4220,4.0,-200.0,-125.0,1000.0,0.0,-152.60000000000002
4221,4.0,-200.0,-125.0,600.0,1000.0,-597.6
4222,4.0,-200.0,-125.0,600.0,600.0,-597.6
4223,4.0,-200.0,-125.0,600.0,500.0,-597.6
4224,4.0,-200.0,-125.0,600.0,400.0,-597.6
4225,4.0,-200.0,-125.0,600.0,300.0,-597.6
4226,4.0,-200.0,-125.0,600.0,200.0,-419.6
4227,4.0,-200.0,-125.0,600.0,150.0,-256.6
4228,4.0,-200.0,-125.0,600.0,125.0,-150.60000000000002
4229,4.0,-200.0,-125.0,600.0,0.0,-152.60000000000002
4230,4.0,-200.0,-125.0,500.0,1000.0,-597.6
4231,4.0,-200.0,-125.0,500.0,600.0,-597.6
4232,4.0,-200.0,-125.0,500.0,500.0,-597.6
4233,4.0,-200.0,-125.0,500.0,400.0,-597.6
4234,4.0,-200.0,-125.0,500.0,300.0,-597.6
4235,4.0,-200.0,-125.0,500.0,200.0,-419.6
4236,4.0,-200.0,-125.0,500.0,150.0,-256.6
4237,4.0,-200.0,-125.0,500.0,125.0,-150.60000000000002
4238,4.0,-200.0,-125.0,500.0,0.0,-152.60000000000002
4239,4.0,-200.0,-125.0,400.0,1000.0,-597.6
4240,4.0,-200.0,-125.0,400.0,600.0,-597.6
4241,4.0,-200.0,-125.0,400.0,500.0,-597.6
4242,4.0,-200.0,-125.0,400.0,400.0,-597.6
4243,4.0,-200.0,-125.0,400.0,300.0,-597.6
4244,4.0,-200.0,-125.0,400.0,200.0,-419.6
4245,4.0,-200.0,-125.0,400.0,150.0,-256.6
4246,4.0,-200.0,-125.0,400.0,125.0,-150.60000000000002
4247,4.0,-200.0,-125.0,400.0,0.0,-152.60000000000002
4248,4.0,-200.0,-125.0,300.0,1000.0,-408.6
4249,4.0,-200.0,-125.0,300.0,600.0,-408.6
4250,4.0,-200.0,-125.0,300.0,500.0,-408.6
4251,4.0,-200.0,-125.0,300.0,400.0,-408.6
4252,4.0,-200.0,-125.0,300.0,300.0,-408.6
4253,4.0,-200.0,-125.0,300.0,200.0,-230.60000000000002
4254,4.0,-200.0,-125.0,300.0,150.0,-67.60000000000002
