"","Team","GP","TOI/GP","W","L","OTL","ROW","Points","Point %","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","SCSF/60","SCSA/60","SCSF%","SCGF/60","SCGA/60","SCGF%","SCSH%","SCSV%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"25","Tampa Bay Lightning","28","46.0637","15","10","3","14","33","0.589","57.4","52.89","52.05","43.5","39.91","52.15","31.4","29.12","51.88","2.33","2.56","47.62","2.63","2.25","53.91","27.31","24.98","52.22","17.17","15.21","53.02","2.09","2.23","48.39","12.20","85.32","11.49","9.96","53.58","9.12","7.4","55.21","1.58","1.21","56.67","17.35","83.65","15.82","15.03","51.28","8.05","7.82","50.73","0.51","1.02","33.33","6.36","86.90","25.54","23.82","51.74","12.89","12.05","51.68","0.23","0.33","41.67","1.81","97.30","7.41","91.21","0.986"
"16","Toronto Maple Leafs","28","48.7637","17","7","4","16","38","0.679","51.15","54.01","48.64","38.49","39.99","49.05","29.27","28.21","50.92","2.59","2.11","55.14","2.42","2.29","51.31","27.33","26.5","50.78","17.49","14.5","54.67","2.29","1.85","55.32","13.07","87.27","11.6","10.77","51.87","9.01","7.78","53.66","1.54","1.36","53.03","17.07","82.49","15.73","15.73","50.00","8.48","6.72","55.78","0.75","0.48","60.71","8.81","92.81","20.52","23.47","46.65","10.9","12.57","46.44","0.31","0.26","53.85","2.82","97.90","8.86","92.52","1.014"
"4","Vancouver Canucks","28","48.7125","10","17","1","9","21","0.375","48.61","60.4","44.59","37.35","46.89","44.33","28.15","33.65","45.55","2.38","3.3","41.86","2.01","2.88","41.18","22.21","32.16","40.86","13.11","19.53","40.16","1.98","2.99","39.82","15.10","84.68","8.93","12.27","42.12","6.29","8.84","41.57","0.92","1.98","31.82","14.69","77.61","13.28","19.88","40.05","6.82","10.69","38.94","1.06","1.01","51.06","15.48","90.53","22.04","25.03","46.82","12.98","12.98","50.00","0.4","0.31","56.25","3.05","97.63","8.44","90.20","0.986"
"29","Vegas Golden Knights","28","49.0637","19","9","0","19","38","0.679","59.62","50.66","54.06","43.54","37.56","53.69","31.45","27.12","53.69","3.14","2.1","60.00","2.66","2.22","54.47","29.96","23.58","55.95","17.64","14.85","54.30","2.71","1.88","59.05","15.35","87.35","11.84","10.44","53.14","8.34","7.95","51.21","1.7","1.18","59.09","20.42","85.16","18.13","13.15","57.96","9.3","6.9","57.41","1","0.7","58.97","10.80","89.87","26.51","22.97","53.57","12.88","10.74","54.53","0.39","0.22","64.29","3.05","97.97","10.00","92.27","1.023"
"6","Washington Capitals","28","48.1333","19","7","2","17","40","0.714","50.13","48.66","50.74","38.24","37.75","50.32","28.4","27.47","50.84","3.43","2.49","57.89","2.1","2.03","50.89","22.88","22.08","50.89","14.78","13.8","51.71","2.89","2.23","56.52","19.58","83.87","9.3","8.77","51.48","7.84","7.03","52.69","1.83","1.51","54.67","23.30","78.48","13.58","13.31","50.50","6.94","6.77","50.65","1.07","0.71","60.00","15.38","89.47","24.57","23.28","51.35","12.96","12.38","51.14","0.53","0.27","66.67","4.12","97.84","12.07","90.92","1.030"
"18","Winnipeg Jets","28","48.1845","17","10","1","17","35","0.625","46.34","55.9","45.32","34.29","41.71","45.11","25.48","29.66","46.21","2.58","1.96","56.86","1.94","2.47","44.03","22.46","28.02","44.49","12.9","16.1","44.48","2.4","1.73","58.06","18.62","89.23","8.27","10.36","44.39","6.18","7.6","44.84","1.51","1.07","58.62","24.46","85.96","14.19","17.66","44.55","6.72","8.49","44.15","0.89","0.67","57.14","13.25","92.15","20.5","24.01","46.05","11.52","12.32","48.32","0.18","0.22","44.44","1.54","98.19","10.12","93.40","1.035"

"26","Anaheim Ducks","35","48.6452","13","18","4","10","30","0.429","52.44","59.56","46.82","39.58","45.85","46.33","29.36","32.74","47.28","2.26","2.75","45.07","2.12","2.73","43.64","24","29.14","45.16","14.59","18.04","44.71","1.94","2.33","45.45","13.29","87.11","9.13","12.33","42.53","6.84","9.34","42.27","1.16","1.55","42.86","17.01","83.40","14.87","16.81","46.94","7.75","8.7","47.11","0.78","0.78","50.00","10.00","91.09","23.89","25.94","47.95","13.32","13.43","49.80","0.32","0.42","42.86","2.38","96.85","7.68","91.60","0.993"
"12","Arizona Coyotes","37","48.7162","16","17","4","12","36","0.486","52.86","59.15","47.19","40.34","45.84","46.81","30.29","32.39","48.33","1.9","2.13","47.11","2.19","2.51","46.62","23.7","28.86","45.09","14.68","16.71","46.77","1.6","1.9","45.71","10.88","88.65","8.65","11.58","42.76","6.49","8.19","44.22","1.07","1.46","42.11","16.41","82.11","15.05","17.28","46.55","8.19","8.52","49.00","0.53","0.43","55.17","6.50","94.92","24.4","26.5","47.94","13.55","14.31","48.63","0.3","0.2","60.00","2.21","98.60","6.26","93.42","0.997"
"10","Boston Bruins","35","47.9948","22","10","3","22","47","0.671","57.01","57.51","49.78","42.43","43.18","49.56","30.82","29.47","51.13","2.64","2.04","56.49","2.32","2.27","50.55","25.68","25.36","50.31","15.39","14","52.37","2.14","1.75","55.05","13.92","87.50","10.25","10","50.62","7.68","6.72","53.35","1.5","1","60.00","19.53","85.11","15.43","15.36","50.12","7.72","7.29","51.43","0.64","0.75","46.15","8.33","89.71","25.65","27.54","48.22","13.29","13.68","49.27","0.46","0.29","61.90","3.49","97.91","8.57","93.09","1.017"
"7","Buffalo Sabres","34","48.6853","10","20","4","10","24","0.353","53.83","55.68","49.16","40.23","43.1","48.28","28.96","31.54","47.87","2.14","2.5","46.09","2.13","2.49","46.15","24.43","27.73","46.84","14.5","17.36","45.51","1.81","2.32","43.86","12.50","86.64","9.24","11.2","45.21","6.85","8.34","45.11","1.2","1.74","40.74","17.46","79.13","15.19","16.53","47.89","7.65","9.03","45.87","0.62","0.58","51.52","8.06","93.57","24.65","24.18","50.48","12.72","12.61","50.21","0.33","0.18","64.29","2.56","98.56","7.38","92.07","0.995"
"11","Calgary Flames","37","48.7554","20","14","3","15","43","0.581","57.87","59.57","49.28","43.17","45.73","48.56","30.7","33.09","48.12","2.29","2.23","50.74","2.37","2.44","49.25","26.44","28.1","48.48","15.13","16.76","47.45","1.86","2","48.28","12.31","88.10","10.34","10.34","50.00","7.45","7.35","50.34","1.03","1.26","44.93","13.84","82.81","16.1","17.76","47.54","7.68","9.41","44.94","0.83","0.73","53.19","10.82","92.23","26.71","27.54","49.23","13.97","14.93","48.33","0.43","0.23","65.00","3.10","98.44","7.48","93.27","1.007"
"20","Carolina Hurricanes","35","46.7633","19","13","3","18","41","0.586","57.66","51.62","52.77","43.04","39.77","51.97","31.31","30.17","50.92","2.57","2.68","48.95","2.41","2.35","50.66","26.65","25.95","50.66","16.24","17.19","48.57","2.2","2.38","48.00","13.54","86.14","10.7","11.36","48.50","8.17","9.05","47.45","1.61","1.76","47.83","19.73","80.57","15.95","14.59","52.22","8.06","8.14","49.77","0.59","0.62","48.48","7.27","92.34","26.25","21.56","54.91","13.09","11.18","53.93","0.33","0.29","52.94","2.52","97.38","8.20","91.13","0.993"
"14","Chicago Blackhawks","36","48.681","16","16","4","12","36","0.500","53.55","59.71","47.28","40.64","46.05","46.88","29.61","34.75","46.01","2.5","2.74","47.71","2.26","2.72","45.32","24.68","29.85","45.26","15.27","19.41","44.03","2.02","2.43","45.38","13.23","87.48","8.97","12.22","42.33","6.81","9.48","41.81","1.2","1.57","43.21","17.59","83.39","15.71","17.63","47.13","8.46","9.93","46.00","0.82","0.86","48.98","9.72","91.38","24.34","25.92","48.43","12.87","13.8","48.27","0.48","0.31","60.87","3.72","97.77","8.44","92.12","1.006"
"31","Colorado Avalanche","37","47.6559","24","11","2","23","50","0.676","57.23","56.42","50.36","41.89","42.13","49.86","30.28","30.25","50.03","2.96","1.84","61.70","2.31","2.28","50.35","27.19","26.13","50.99","16.16","15.72","50.69","2.62","1.53","63.11","16.21","90.26","9.49","10.38","47.77","7.11","7.76","47.83","1.29","1.19","52.05","18.18","84.65","17.69","15.75","52.90","9.05","7.96","53.20","1.33","0.34","79.59","14.66","95.73","26.07","25.52","50.53","13.13","12.62","50.99","0.34","0.31","52.63","2.59","97.57","9.78","93.93","1.037"
"19","Columbus Blue Jackets","34","50.2279","13","10","11","13","37","0.544","53.51","57.09","48.38","41.28","41.67","49.77","31.44","30.36","50.88","2.18","2.46","46.97","2.29","2.2","51.05","25.58","25.68","49.90","16.23","14.69","52.50","1.93","2.21","46.61","11.90","84.93","9.31","9.52","49.44","7.41","7.1","51.09","1.23","1.19","50.72","16.59","83.17","16.27","16.16","50.16","8.82","7.59","53.75","0.7","1.02","40.82","7.97","86.57","24.21","26.91","47.35","13.77","14.02","49.56","0.25","0.25","50.00","1.79","98.25","6.93","91.90","0.988"
"21","Dallas Stars","35","48.9881","18","12","5","18","41","0.586","49.41","56.55","46.63","37.09","42.97","46.33","26.98","31.7","45.97","2.03","2.2","47.93","2.16","2.11","50.62","24.01","25.2","48.79","14.42","14.98","49.05","1.68","1.64","50.53","11.65","89.02","10.15","9.69","51.15","7.87","7.49","51.25","1.19","1.15","50.75","15.11","84.58","13.86","15.5","47.20","6.54","7.49","46.63","0.49","0.49","50.00","7.49","93.46","20.86","26.88","43.70","10.5","15.05","41.10","0.31","0.52","37.50","3.00","96.51","7.52","93.05","1.006"
"22","Detroit Red Wings","34","48.2995","5","26","3","4","13","0.191","49","59.26","45.26","37.19","44.87","45.33","26.49","32.23","45.12","1.68","3.25","34.07","1.99","2.66","42.82","22.87","29.49","43.68","13.66","17.35","44.05","1.5","2.81","34.75","10.96","83.79","8.51","12.13","41.24","6.8","8.73","43.76","1.02","2.05","33.33","15.05","76.57","14.36","17.35","45.28","6.87","8.62","44.34","0.47","0.77","38.24","6.91","91.10","21.81","26.09","45.54","10.81","13.52","44.44","0.18","0.44","29.41","1.69","96.76","6.34","89.91","0.963"
"25","Edmonton Oilers","37","48.85","20","14","3","18","43","0.581","51.52","56.83","47.55","39.87","41.96","48.72","29.18","30.81","48.64","2.42","2.52","48.99","2.34","2.38","49.60","24.5","27.32","47.28","15.1","17.03","47.00","2.06","2.22","48.06","13.63","86.94","10.09","10.66","48.64","7.24","8.53","45.89","1.36","1.39","49.40","18.81","83.66","14.41","16.66","46.37","7.87","8.5","48.07","0.7","0.83","45.65","8.86","90.23","23.74","25.49","48.21","12.88","12.02","51.73","0.37","0.3","55.00","2.84","97.51","8.30","91.81","1.001"
"5","Florida Panthers","34","48.3299","18","12","4","15","40","0.588","54.52","56.34","49.18","41.08","41.55","49.71","30.45","30.27","50.15","2.67","2.81","48.67","2.25","2.48","47.53","24.5","27.17","47.42","15.41","16.65","48.06","2.37","2.26","51.18","15.40","86.40","9.64","12.16","44.22","7.12","9.46","42.95","1.42","1.42","50.00","20.00","84.94","14.86","15.01","49.76","8.29","7.19","53.54","0.95","0.84","53.06","11.45","88.32","25.82","25.27","50.54","13.55","11.87","53.30","0.29","0.55","34.78","2.16","95.38","8.75","90.71","0.995"
"23","Los Angeles Kings","36","49.4519","10","22","4","10","24","0.333","59.15","53.76","52.39","44.45","40.85","52.11","31.82","29.29","52.07","1.99","2.76","41.84","2.31","2.28","50.31","24.97","25.51","49.47","15.1","15.03","50.11","1.69","2.29","42.37","11.16","84.75","9.91","10.14","49.41","7.28","7.58","48.98","1.11","1.62","40.74","15.28","78.67","15.07","15.37","49.50","7.82","7.45","51.21","0.57","0.67","45.95","7.33","90.95","28.78","24.03","54.50","15.17","12.71","54.41","0.3","0.47","39.13","2.00","96.29","6.25","90.56","0.968"
"9","Minnesota Wild","34","47.5338","16","16","2","15","34","0.500","53.61","58.99","47.61","39.98","44.25","47.47","29.14","32","47.66","3.04","2.97","50.62","2.31","2.24","50.77","24.47","24.76","49.70","14.92","14.89","50.06","2.49","2.6","48.91","16.67","82.54","10.54","8.8","54.51","7.94","6.27","55.87","1.56","1.52","50.60","19.63","75.74","13.92","15.96","46.58","6.98","8.61","44.76","0.93","1.08","46.30","13.30","87.50","24.35","29.37","45.34","12.33","15.78","43.86","0.52","0.33","60.87","4.22","97.88","10.45","90.72","1.012"
"8","Montreal Canadiens","34","49.0127","17","14","3","15","37","0.544","60.13","53.5","52.92","45.11","41.62","52.01","32.3","30.68","51.29","2.45","2.41","50.37","2.66","2.41","52.43","27.87","25.85","51.88","16.6","15.66","51.45","2.02","2.02","50.00","12.15","87.13","11.74","10.95","51.75","8.46","8.1","51.09","1.48","1.44","50.62","17.45","82.22","16.13","14.91","51.97","8.14","7.56","51.83","0.54","0.58","48.39","6.64","92.38","27","23.15","53.84","13.83","13.18","51.20","0.43","0.4","52.17","3.13","96.99","7.58","92.14","0.997"
"28","Nashville Predators","34","47.0485","18","12","4","17","40","0.588","56.64","60.65","48.29","43.13","43.51","49.78","31.02","31.69","49.46","2.89","2.21","56.62","2.5","2.54","49.65","27.72","30.12","47.92","16.43","17.55","48.34","2.55","1.8","58.62","15.53","89.74","10.46","12.27","46.04","8.36","9.15","47.75","1.84","1.5","55.06","21.97","83.61","17.25","17.85","49.15","8.06","8.4","48.97","0.71","0.3","70.37","8.84","96.43","24.61","25.36","49.25","13.17","12.64","51.02","0.34","0.34","50.00","2.56","97.33","9.31","93.02","1.023"
"16","New Jersey Devils","35","46.981","15","18","2","13","32","0.457","55.61","65.39","45.96","42.36","47.87","46.95","31.05","35.61","46.58","2.01","2.92","40.74","2.42","2.69","47.31","24.27","30.58","44.24","15.43","17.95","46.23","1.79","2.52","41.53","11.58","85.98","10.4","11.6","47.26","7.81","8.43","48.09","1.39","1.46","48.72","17.76","82.68","13.87","18.97","42.22","7.63","9.52","44.47","0.4","1.06","27.50","5.26","88.89","26.56","29.48","47.40","13.9","15.76","46.86","0.22","0.4","35.29","1.57","97.45","6.46","91.80","0.983"
"27","New York Islanders","33","49.4258","15","14","4","13","34","0.515","52.35","62.32","45.65","38.15","45.69","45.50","27.04","31.49","46.20","1.84","2.35","43.86","2.12","2.51","45.73","24.21","28.69","45.76","14.16","16.11","46.78","1.51","1.91","44.09","10.65","88.13","9.75","12.07","44.69","7.17","8.17","46.76","1.14","1.25","47.69","15.90","84.68","14.46","16.63","46.51","6.99","7.95","46.80","0.37","0.66","35.71","5.26","91.67","23.36","28.44","45.10","11.48","13.43","46.09","0.29","0.44","40.00","2.56","96.71","6.80","92.52","0.993"
"17","New York Rangers","34","46.5701","19","12","3","18","41","0.603","52.63","62.9","45.56","40.47","47.56","45.98","29.82","33.54","47.07","2.84","2.5","53.19","2.26","2.79","44.69","24.52","29.67","45.24","15.5","17.58","46.85","2.35","2.05","53.45","15.16","88.36","9.62","12.32","43.87","7.62","9.02","45.79","1.52","1.25","54.79","19.90","86.13","14.89","17.36","46.18","7.88","8.56","47.93","0.83","0.8","51.16","10.58","90.71","24.21","28.72","45.74","12.81","14.51","46.88","0.49","0.45","52.00","3.85","96.87","9.53","92.54","1.021"
"1","Ottawa Senators","34","48.4721","7","21","6","7","20","0.294","53.77","58.69","47.81","41.87","44.56","48.44","30.04","32.22","48.25","2","2.95","40.44","2.38","2.49","48.87","25.01","27.63","47.51","15.47","16.64","48.19","1.86","2.51","42.50","12.00","84.90","10.63","11.61","47.79","8.19","8.48","49.13","1.27","1.78","41.67","15.56","78.97","14.38","16.02","47.31","7.28","8.16","47.17","0.58","0.73","44.44","8.00","91.07","24.17","26.43","47.77","12.63","13.91","47.60","0.15","0.44","25.00","1.15","96.86","6.67","90.85","0.975"
"30","Philadelphia Flyers","34","47.8902","16","15","3","12","35","0.515","52.73","52.1","50.30","39.47","39.58","49.93","29.07","28.82","50.22","2.54","3.28","43.67","2.34","2.41","49.23","25.61","25.94","49.68","15.66","15.66","50.00","2.06","2.54","44.80","13.18","83.76","10.72","11.72","47.78","8.29","8.77","48.60","1.44","1.77","44.83","17.33","79.83","14.89","14.22","51.14","7.37","6.89","51.68","0.63","0.77","44.74","8.50","88.77","22.55","21.59","51.09","11.64","10.94","51.55","0.44","0.74","37.50","3.80","93.27","8.75","88.62","0.974"
"29","Pittsburgh Penguins","34","47.8828","17","15","2","16","36","0.529","54.62","51.89","51.28","41.09","38.92","51.36","29.89","27.79","51.82","2.62","2.58","50.35","2.28","2.17","51.23","24.29","23.11","51.24","14.74","14.15","51.02","2.21","2.06","51.72","15.00","85.42","9.84","9.55","50.76","7.33","7.22","50.38","1.62","1.33","55.00","22.11","81.63","14.45","13.56","51.58","7.41","6.93","51.67","0.59","0.74","44.44","7.96","89.36","25.28","24.73","50.55","13.45","12.31","52.22","0.41","0.48","45.83","3.01","96.11","8.75","90.72","0.995"
"4","San Jose Sharks","34","47.6858","12","19","3","12","27","0.397","54.77","54.84","49.97","40.15","42.08","48.83","28.94","30.23","48.91","1.96","3","39.55","2.28","2.5","47.69","25.61","28.24","47.56","14.58","17.21","45.87","1.63","2.59","38.60","11.17","84.95","10.7","11.62","47.93","7.96","9.03","46.84","1.04","1.67","38.36","13.02","81.56","14.91","16.62","47.30","6.62","8.18","44.75","0.59","0.93","39.02","8.94","88.69","25.35","22.8","52.65","13.1","11.51","53.23","0.33","0.41","45.00","2.54","96.46","6.78","90.09","0.969"
"24","St Louis Blues","36","49.1065","19","12","5","18","43","0.597","49.89","56.2","47.02","37.84","42.29","47.23","28.75","30.72","48.34","2.38","2.31","50.72","2.13","2.5","46.02","23.18","26.57","46.59","14.46","16.49","46.71","1.83","1.66","52.43","12.68","89.92","8.99","11.61","43.66","6.96","8.69","44.47","1.12","1.02","52.38","16.10","88.28","14.19","14.97","48.66","7.5","7.81","49.00","0.71","0.64","52.50","9.50","91.74","23.05","25.29","47.68","12.76","12.9","49.74","0.54","0.64","45.71","4.26","95.00","8.26","92.49","1.008"
"18","Tampa Bay Lightning","36","46.7796","21","11","4","20","46","0.639","55.51","56.43","49.59","40.79","42.18","49.16","28.68","30.68","48.32","2.81","2.1","57.25","2.52","2.36","51.60","26.79","25.69","51.05","16.14","15.53","50.96","2.53","1.6","61.21","15.67","89.68","10.83","10.26","51.35","8.23","7.73","51.56","1.67","1.07","61.04","20.35","86.18","15.96","15.43","50.85","7.91","7.8","50.34","0.86","0.53","61.54","10.81","93.15","23.84","26.76","47.11","11.22","13.72","45.00","0.29","0.5","36.36","2.54","96.36","9.81","93.15","1.030"
"13","Toronto Maple Leafs","36","50.0463","18","16","2","17","38","0.528","58.98","56.05","51.27","43.69","43.26","50.25","32.24","31.77","50.36","2.83","2.9","49.42","2.63","2.59","50.43","29.67","27.77","51.65","18.25","17.08","51.65","2.26","2.5","47.55","12.41","85.38","11.66","11.86","49.58","8.93","9.26","49.08","1.57","1.7","47.96","17.54","81.65","18.02","15.92","53.09","9.32","7.83","54.37","0.7","0.8","46.67","7.50","89.79","25.01","24.38","50.64","12.69","13.25","48.91","0.57","0.4","58.62","4.46","96.98","8.78","90.88","0.997"
"3","Vancouver Canucks","34","46.3206","14","18","2","12","30","0.441","56.38","58.75","48.97","43.2","43.05","50.09","30.9","32.38","48.83","2.1","2.97","41.35","2.46","2.52","49.39","25.83","29.18","46.95","15.28","17.56","46.52","1.79","2.48","41.96","11.72","85.90","11.01","11.16","49.66","8.08","8.53","48.62","1.26","1.75","41.77","15.57","79.46","14.82","18.02","45.13","7.2","9.03","44.37","0.53","0.72","42.42","7.41","91.98","25.79","25.33","50.45","13.91","13.49","50.76","0.3","0.5","38.10","2.19","96.33","6.78","90.82","0.976"
"15","Vegas Golden Knights","34","48.049","17","13","4","16","38","0.559","58.47","49.91","53.95","43.56","38.2","53.28","31.4","28.06","52.81","2.39","2.5","48.87","2.61","2.25","53.74","29.64","24.2","55.05","18.18","14.98","54.82","2.09","2.13","49.57","11.52","85.78","11.68","10.76","52.05","9.15","7.79","54.01","1.4","1.51","48.10","15.26","80.66","17.96","13.44","57.19","9.03","7.2","55.66","0.7","0.62","52.78","7.72","91.33","24.2","22.33","52.01","11.61","11.83","49.53","0.29","0.37","44.44","2.53","96.89","7.60","91.10","0.987"
"2","Washington Capitals","36","45.8819","23","10","3","20","49","0.681","55.87","54.74","50.51","42.75","41.63","50.67","30.51","30.84","49.73","2.83","2.4","54.17","2.49","2.42","50.74","26.99","26.66","50.30","16.13","16.46","49.50","2.29","2.18","51.22","14.19","86.75","11.37","11.55","49.60","8.1","8.57","48.58","1.49","1.6","48.24","18.39","81.36","15.62","15.11","50.83","8.03","7.88","50.46","0.8","0.58","57.89","9.95","92.63","24.27","23.68","50.61","12.42","12.79","49.28","0.54","0.22","71.43","4.39","98.30","9.29","92.23","1.015"
"6","Winnipeg Jets","34","49.874","17","14","3","15","37","0.544","51.2","56.86","47.38","38.11","44.48","46.14","28.2","32.3","46.61","2.62","2.51","51.03","1.94","2.76","41.33","23.39","28.17","45.37","14.37","17.62","44.91","2.26","2.16","51.20","15.76","87.75","8.32","13.41","38.27","6.19","9.48","39.50","1.42","1.59","47.06","22.86","83.21","15.07","14.75","50.53","8.17","8.14","50.11","0.85","0.57","60.00","10.39","93.04","24.27","24.45","49.82","12.7","13.23","48.98","0.32","0.32","50.00","2.51","97.59","9.28","92.22","1.015"

"4","Anaheim Ducks","41","48.5898","16","23","2","16","34","0.415","52.31","59.06","46.97","37.71","44.33","45.96","27.47","31.14","46.87","1.81","2.5","41.96","1.91","2.46","43.76","22.2","27.95","44.26","13.1","16.72","43.94","1.36","2.17","38.46","10.34","87.03","8.07","10.93","42.47","5.75","8.28","40.99","0.87","1.23","41.43","15.18","85.09","14.13","17.02","45.36","7.35","8.43","46.56","0.48","0.93","34.04","6.56","88.93","24.37","25.75","48.62","12.62","12.92","49.41","0.45","0.33","57.69","3.58","97.44","6.58","91.97","0.986"
"11","Arizona Coyotes","41","48.9411","19","18","4","16","42","0.512","54.21","58.1","48.27","39.5","42.37","48.25","29.15","30.32","49.02","1.85","2.69","40.79","2.33","2.44","48.82","24.19","26.76","47.48","14.32","15.49","48.04","1.58","2.3","40.77","11.06","85.14","10.05","11.99","45.59","7.54","8.73","46.32","1.11","1.61","40.66","14.68","81.51","14.14","14.77","48.91","6.79","6.76","50.11","0.48","0.69","41.03","7.05","89.82","23.92","25.69","48.22","12.83","13.34","49.03","0.27","0.39","40.91","2.10","97.09","6.36","91.12","0.975"
"2","Boston Bruins","41","48.363","20","15","6","19","46","0.561","57.16","54.38","51.25","43.12","40.3","51.69","31.44","28.59","52.37","2.36","1.97","54.55","2.44","2.34","51.03","25.11","25.6","49.52","15.86","15.61","50.38","2.03","1.72","54.03","12.79","88.95","10.65","10.11","51.31","8.32","7.41","52.88","1.3","1.09","54.43","15.64","85.31","14.46","15.49","48.28","7.53","8.2","47.88","0.73","0.64","53.33","9.64","92.25","26.11","23.93","52.18","13.65","11.59","54.08","0.33","0.24","57.89","2.44","97.91","7.51","93.12","1.006"
"28","Buffalo Sabres","41","48.7866","12","24","5","10","29","0.354","57.53","57.89","49.84","43.49","44.81","49.25","32.01","33.15","49.13","2.13","2.88","42.51","2.3","2.59","47.02","25.86","27.93","48.08","15.9","17.7","47.32","1.8","2.52","41.67","11.32","85.76","9.63","11.64","45.28","7.23","8.64","45.56","1.17","1.53","43.33","16.18","82.29","16.23","16.29","49.91","8.67","9.06","48.90","0.63","0.99","38.89","7.27","89.07","26.64","24.69","51.90","14.52","13.68","51.49","0.3","0.36","45.45","2.07","97.37","6.65","91.31","0.980"
"3","Calgary Flames","41","46.2955","24","15","2","24","50","0.610","59.27","54.4","52.14","43.88","41.63","51.31","31.52","29.9","51.31","2.47","2.12","53.79","2.54","2.44","51.02","27.34","26.81","50.50","16.91","16.12","51.20","2.05","1.71","54.62","12.15","89.41","11.54","11.38","50.34","8.63","8.47","50.46","1.45","1.2","54.76","16.85","85.82","15.81","15.43","50.61","8.28","7.65","51.98","0.6","0.51","54.29","7.25","93.39","26.05","22.89","53.23","13.18","12.23","51.87","0.41","0.41","50.00","3.12","96.64","7.82","92.92","1.007"
"14","Carolina Hurricanes","41","47.9264","22","16","3","22","47","0.573","62.87","52.21","54.63","46.57","39.48","54.12","33.77","28.55","54.19","2.23","2.2","50.34","2.69","2.31","53.86","27.91","26.2","51.58","17.53","15.97","52.32","1.98","2.02","49.62","11.32","87.38","11.88","10.96","52.01","9.01","8.21","52.30","1.25","1.31","48.81","13.90","84.01","16.03","15.24","51.27","8.52","7.76","52.35","0.73","0.7","51.06","8.60","90.94","28.09","21.07","57.14","14.35","10.99","56.63","0.18","0.18","50.00","1.28","98.33","6.60","92.30","0.989"
"8","Chicago Blackhawks","41","49.4053","17","20","4","17","38","0.463","55.66","58.68","48.68","41.35","45.67","47.52","30.45","32.94","48.04","2.87","2.78","50.79","2.29","2.84","44.64","25.65","30.84","45.41","15.55","19.02","44.99","2.34","2.46","48.77","15.05","87.07","9.12","13.86","39.69","6.93","10.43","39.93","1.21","1.63","42.71","17.52","84.38","16.53","16.97","49.34","8.62","8.59","50.09","1.13","0.83","57.58","13.06","90.34","24.91","23.13","51.85","13.57","12.53","51.99","0.53","0.33","62.07","3.93","97.40","9.44","91.55","1.010"
"24","Colorado Avalanche","41","47.0841","17","16","8","17","42","0.512","56.32","60.76","48.10","41.8","44.66","48.35","30.61","32.04","48.86","2.33","2.58","47.47","2.21","2.63","45.63","25.14","28.56","46.82","15.26","17.22","46.99","1.83","2.14","46.09","12.02","87.55","10.16","12.74","44.37","7.52","9.39","44.49","1.12","1.52","42.35","14.88","83.77","14.98","15.82","48.64","7.74","7.83","49.70","0.71","0.62","53.49","9.24","92.06","26.05","25.89","50.15","13.86","12.99","51.62","0.5","0.4","55.17","3.59","96.89","7.61","91.95","0.996"
"9","Columbus Blue Jackets","41","49.7447","25","14","2","23","52","0.634","53.72","56.19","48.88","41.19","42.3","49.33","29.6","30.1","49.58","2.77","2.15","56.29","2.37","2.4","49.65","25.8","26.86","48.99","16.56","16.33","50.36","2.38","1.91","55.48","14.39","88.29","10.27","10.62","49.15","8","8.09","49.73","1.5","1.15","56.67","18.75","85.82","15.53","16.24","48.89","8.56","8.24","50.96","0.88","0.76","53.57","10.31","90.71","23.62","24.62","48.96","11.59","12.06","49.00","0.35","0.24","60.00","3.05","98.05","9.34","92.86","1.022"
"29","Dallas Stars","41","49.1748","19","18","4","18","42","0.512","48.81","57.2","46.04","36.72","42.47","46.37","27.26","30.71","47.02","1.7","2.17","43.85","2.03","2.19","48.03","21.61","24.58","46.78","13.54","14.85","47.69","1.4","1.76","44.34","10.33","88.18","9.55","9.46","50.23","7.05","7.08","49.89","1.07","1.01","51.43","15.19","85.71","12.05","15.12","44.36","6.49","7.77","45.51","0.33","0.74","30.56","5.05","90.42","22.71","26.37","46.27","12.14","13.72","46.95","0.3","0.39","43.48","2.45","97.18","6.22","92.93","0.991"
"23","Detroit Red Wings","41","48.676","15","21","5","14","35","0.427","54.33","61.69","46.83","39.41","46.36","45.95","28.38","33.64","45.76","2.01","2.89","41.10","2.19","2.77","44.18","24.14","29.79","44.76","14.04","18.46","43.20","1.71","2.22","43.51","12.21","87.95","9.8","12.75","43.47","7.16","9.47","43.04","1.08","1.53","41.38","15.13","83.81","14.34","17.05","45.69","6.88","8.99","43.37","0.63","0.69","47.73","9.17","92.31","24.41","26.58","47.88","12.27","13.62","47.39","0.3","0.66","31.25","2.45","95.14","7.10","91.42","0.985"
