"","Team","GP","TOI/GP","W","L","OTL","ROW","Points","Point %","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","SCSF/60","SCSA/60","SCSF%","SCGF/60","SCGA/60","SCGF%","SCSH%","SCSV%","HDCF/60","HDCA/60","HDCF%","HDSF/60","HDSA/60","HDSF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","MDCF/60","MDCA/60","MDCF%","MDSF/60","MDSA/60","MDSF%","MDGF/60","MDGA/60","MDGF%","MDSH%","MDSV%","LDCF/60","LDCA/60","LDCF%","LDSF/60","LDSA/60","LDSF%","LDGF/60","LDGA/60","LDGF%","LDSH%","LDSV%","SH%","SV%","PDO"
"15","Columbus Blue Jackets","36","48.9241","20","12","4","20","44","0.611","54.68","55.05","49.83","42.48","39.28","51.96","32.09","28.38","53.07","2.15","1.77","54.78","2.25","2.01","52.83","23.88","24.12","49.75","15.36","13.46","53.31","1.77","1.57","53.06","11.53","88.35","8.82","8.14","52.01","6.61","6.03","52.29","1.12","0.89","55.93","17.01","85.31","15.06","15.98","48.52","8.76","7.43","54.11","0.65","0.68","48.72","7.39","90.83","25.04","25.38","49.66","14.38","12.95","52.62","0.37","0.2","64.71","2.61","98.42","6.69","93.76","1.004"
"10","Dallas Stars","34","46.2721","19","12","3","17","41","0.603","61.02","55.64","52.30","43.86","39.51","52.61","32.57","28.07","53.71","1.91","1.79","51.55","2.73","2.28","54.53","31.12","25.67","54.80","18.84","14.38","56.72","1.56","1.49","51.25","8.30","89.66","13.35","10.6","55.73","9.8","7.25","57.49","1.26","1.07","54.10","12.84","85.26","17.77","15.06","54.12","9.04","7.13","55.90","0.31","0.42","42.11","3.38","94.12","23.72","23.76","49.96","12.09","12.55","49.07","0.34","0.31","52.94","2.84","97.57","5.85","93.61","0.995"
"24","Detroit Red Wings","37","47.3712","12","23","2","10","26","0.351","46.52","53.03","46.73","36.12","41.39","46.60","26.7","30.71","46.51","1.57","2.7","36.80","1.98","2.33","45.92","21.22","25.23","45.69","13.15","15.34","46.15","1.34","2.09","39.00","10.16","86.38","8.56","9.69","46.90","6.74","7.43","47.58","0.92","1.37","40.30","13.71","81.57","12.67","15.54","44.90","6.4","7.91","44.74","0.41","0.72","36.36","6.42","90.91","21.91","24.89","46.82","11.95","14.24","45.62","0.24","0.58","29.17","2.01","95.91","5.90","91.19","0.971"
"3","Edmonton Oilers","34","48.7426","17","11","6","17","40","0.588","53.76","57.75","48.21","39.61","43.05","47.92","28.75","31.21","47.95","2.46","2.93","45.64","2.31","2.56","47.50","25.89","27.88","48.15","14.66","16.18","47.54","2.17","2.53","46.15","14.81","84.34","11.01","10.79","50.50","8.15","8.25","49.67","1.52","1.7","47.19","18.67","79.39","14.88","17.09","46.55","6.52","7.93","45.11","0.65","0.83","43.90","10.00","89.50","23.46","25.42","48.00","12.31","13.03","48.57","0.25","0.36","41.18","2.06","97.22","8.56","90.60","0.992"
"20","Florida Panthers","35","48.4967","17","14","4","17","38","0.543","56.06","55.21","50.38","42.84","42.14","50.42","32.52","31.78","50.58","3","2.72","52.47","2.43","2.56","48.74","25.24","25.27","49.97","16.83","17.14","49.53","2.12","2.26","48.39","12.61","86.80","9.33","10.32","47.48","7.49","8.41","47.11","1.48","1.34","52.50","19.81","84.03","15.91","14.95","51.55","9.33","8.73","51.66","0.64","0.92","40.91","6.82","89.47","26.55","24.89","51.62","14.25","12.76","52.75","0.85","0.42","66.67","5.96","96.68","9.24","91.43","1.007"
"29","Los Angeles Kings","34","48.7608","19","13","2","18","40","0.588","61.45","52.66","53.85","46.98","40.93","53.44","32.68","28.34","53.56","2.14","2.1","50.43","2.76","2.46","52.87","27.22","25.3","51.83","16.14","14.84","52.10","1.81","1.74","51.02","11.21","88.29","11.98","10.46","53.39","8.5","7.17","54.27","1.34","1.19","52.86","15.74","83.33","15.24","14.84","50.66","7.64","7.67","49.88","0.47","0.54","46.43","6.16","92.92","28.45","23.45","54.81","14.69","12.27","54.50","0.25","0.36","41.18","1.72","97.05","6.53","92.59","0.991"
"31","Minnesota Wild","35","48.1214","19","11","5","18","43","0.614","57.11","53.69","51.54","42.96","39.83","51.89","30.99","28.25","52.32","2.64","2.14","55.22","2.24","1.79","55.57","24.72","19.99","55.30","14.86","11.83","55.67","2.21","1.71","56.36","14.87","85.54","10.72","7.37","59.25","8.02","5.13","60.98","1.5","1.1","57.53","18.67","78.47","14","12.61","52.61","6.84","6.7","50.53","0.71","0.61","54.05","10.42","90.96","27.36","27.86","49.55","14.61","14.86","49.58","0.43","0.39","52.17","2.93","97.36","8.51","92.43","1.009"
"26","Montreal Canadiens","37","48.8572","14","17","6","12","34","0.459","65.82","52.18","55.78","47.36","38.2","55.35","35.38","28.48","55.41","2.62","2.49","51.30","2.55","2.03","55.72","29.97","22.5","57.12","17.66","13.87","56.00","2.29","2.06","52.67","12.97","85.17","12.25","9.03","57.57","9.56","7.17","57.14","1.56","1.33","54.02","16.32","81.48","17.72","13.48","56.81","8.1","6.7","54.71","0.73","0.73","50.00","9.02","89.11","30.9","24.53","55.75","15.96","12.65","55.80","0.33","0.43","43.48","2.08","96.59","7.41","91.26","0.987"
"9","Nashville Predators","35","48.4881","17","14","4","15","38","0.543","62.4","54.3","53.47","47.41","41.47","53.34","33.52","29.66","53.05","2.65","2.69","49.67","2.4","2.18","52.40","25.31","23.69","51.66","14.88","14.85","50.06","2.26","2.23","50.39","15.20","85.00","9.93","9.55","51.00","7.39","7.5","49.64","1.66","1.38","54.65","22.49","81.60","15.38","14.14","52.10","7.5","7.35","50.48","0.6","0.85","41.46","8.02","88.46","32.7","26.66","55.09","17.15","13.15","56.59","0.39","0.46","45.83","2.27","96.51","7.91","90.94","0.989"
"13","New Jersey Devils","34","47.1951","13","11","10","11","36","0.529","49.36","57.43","46.22","38.18","43.37","46.81","27.52","30.32","47.58","2.51","2.84","46.85","2.08","2.45","45.90","23.93","29.13","45.10","15.18","17.13","46.99","1.79","2.21","44.86","11.82","87.12","9.53","9.76","49.42","7.4","7.55","49.50","1.2","1.27","48.48","16.16","83.17","14.4","19.37","42.64","7.78","9.57","44.83","0.6","0.93","39.02","7.69","90.23","22.73","25.02","47.61","11.25","12.08","48.24","0.71","0.64","52.78","6.31","94.74","9.10","90.63","0.997"
"14","New York Islanders","35","49.7429","20","9","6","19","46","0.657","53.21","59.52","47.20","39.25","42.91","47.78","29.74","30.29","49.54","2.62","2.38","52.41","2.51","2.33","51.91","28.4","28.64","49.79","17.4","16.47","51.37","2.24","1.93","53.72","12.87","88.28","13.72","11.48","54.45","10.89","8.65","55.73","1.72","1.55","52.63","15.82","82.07","14.68","17.16","46.10","6.51","7.82","45.43","0.52","0.38","57.69","7.94","95.15","21.02","25.92","44.79","10.92","12.2","47.24","0.38","0.41","47.83","3.47","96.61","8.81","92.15","1.010"
"6","New York Rangers","36","47.8046","18","16","2","18","38","0.528","55.26","60.31","47.81","42.67","44.52","48.94","31.38","31.52","49.89","2.61","2.68","49.34","2.59","2.67","49.21","28.38","29.01","49.45","16.63","16.56","50.11","2.44","2.34","51.09","14.68","85.89","13.35","12.66","51.34","9.38","8.93","51.24","1.74","1.57","52.63","18.59","82.42","15.03","16.35","47.89","7.25","7.64","48.71","0.7","0.77","47.62","9.62","89.95","22.49","26.67","45.74","12.59","13.49","48.26","0.17","0.35","33.33","1.39","97.42","8.33","91.48","0.998"
"19","Ottawa Senators","37","47.9995","18","13","6","17","42","0.568","58.58","61.82","48.65","43.04","45.44","48.64","29.76","32.87","47.52","2.5","2.5","50.00","2.52","2.51","50.05","28.75","28.95","49.82","15.57","16.08","49.20","2.16","2.16","50.00","13.88","86.55","12.16","10.68","53.25","8.45","7.74","52.19","1.62","1.35","54.55","19.20","82.53","16.59","18.28","47.58","7.13","8.34","46.07","0.54","0.81","40.00","7.58","90.28","24.8","27.7","47.23","12.36","15.34","44.63","0.34","0.34","50.00","2.73","97.80","8.40","92.39","1.008"
"16","Philadelphia Flyers","35","47.5795","25","6","4","24","54","0.771","56.17","52.5","51.69","42.52","39.6","51.78","31.42","28.75","52.22","3.03","1.62","65.12","2.4","2.19","52.30","24.43","22.34","52.23","15.53","13.51","53.47","2.63","1.33","66.36","16.94","90.13","10.59","8.94","54.24","7.93","6.59","54.59","1.77","0.97","64.47","22.27","85.25","13.84","13.4","50.79","7.6","6.92","52.36","0.86","0.36","70.59","11.37","94.79","26.41","25.4","50.97","13.91","13.37","50.99","0.4","0.29","57.89","2.85","97.84","9.63","94.36","1.040"
"7","Pittsburgh Penguins","35","49.4129","23","8","4","21","50","0.714","53.7","52.7","50.47","41.6","39.31","51.42","32.02","30.43","51.28","2.78","2.36","54.05","2.42","2.19","52.45","26.23","24.08","52.14","17.42","16.24","51.75","2.43","2.15","53.03","13.94","86.75","10.58","9.71","52.14","8.78","8.12","51.95","1.63","1.49","52.22","18.58","81.62","15.65","14.36","52.14","8.64","8.12","51.55","0.8","0.66","54.76","9.24","91.88","23.66","23.14","50.56","12.66","12.11","51.12","0.35","0.17","66.67","2.74","98.57","8.67","92.25","1.009"
"17","San Jose Sharks","36","48.4329","17","17","2","15","36","0.500","55.3","52.93","51.10","40.71","38.61","51.32","29.73","28.29","51.25","2.41","2.79","46.36","2.54","2.46","50.85","27.22","26.05","51.10","17.07","16.28","51.19","2.13","2.48","46.27","12.50","84.78","12.08","10.87","52.62","9.36","8.29","53.02","1.31","1.55","45.78","13.97","81.33","15.14","15.18","49.94","7.71","7.98","49.12","0.83","0.93","47.06","10.71","88.36","23.06","21.27","52.02","11.18","9.6","53.81","0.28","0.31","47.06","2.46","96.77","8.10","90.15","0.982"
"2","St Louis Blues","35","48.8338","23","7","5","22","51","0.729","53.22","43.39","55.09","41.46","34.4","54.65","31.24","25.28","55.28","2.77","1.79","60.77","2.4","2.01","54.36","28.15","22.29","55.81","17.69","14.29","55.32","2.14","1.44","59.80","12.10","89.93","9.97","8.35","54.41","7.9","6.56","54.61","1.26","0.91","58.06","16.00","86.10","18.18","13.94","56.61","9.79","7.72","55.91","0.88","0.53","62.50","8.96","93.18","22.29","18.08","55.22","12.43","9.41","56.91","0.6","0.35","62.96","4.80","96.27","8.88","92.92","1.018"
"5","Tampa Bay Lightning","34","47.349","22","10","2","21","46","0.676","58.25","47.26","55.21","44.39","37.64","54.11","32.2","28.81","52.78","3.09","2.35","56.85","2.44","1.91","56.09","31.42","23.48","57.23","19.68","16.1","55.00","2.83","2.09","57.58","14.39","87.04","11.29","8.31","57.60","8.35","6.78","55.17","1.57","1.19","56.76","18.75","82.42","20.13","15.17","57.02","11.33","9.32","54.87","1.27","0.89","58.62","11.18","90.40","23.89","21.09","53.11","11.33","11.18","50.33","0.26","0.26","50.00","2.30","97.67","9.61","91.85","1.015"
"1","Toronto Maple Leafs","34","48.6279","18","9","7","18","43","0.632","61.51","54.91","52.84","46.67","42.24","52.49","31.79","29.79","51.62","2.65","2.54","51.05","2.45","2.25","52.09","29.47","25.55","53.56","16.91","15.46","52.24","2.32","2.25","50.79","13.73","85.45","11.29","10.2","52.53","7.87","7.77","50.35","1.63","1.52","51.72","20.74","80.37","18.18","15.35","54.22","9.04","7.69","54.01","0.69","0.73","48.72","7.63","90.57","29.03","25.73","53.02","14.12","12.99","52.07","0.33","0.29","52.94","2.31","97.77","8.33","91.47","0.998"
"25","Vancouver Canucks","35","47.8371","22","9","4","20","48","0.686","56.73","61.64","47.93","42.21","45.55","48.10","30.1","33.72","47.16","3.12","2.4","56.49","2.45","2.72","47.37","27.88","30.6","47.67","15.88","17.95","46.93","2.65","2.11","55.64","16.70","88.22","10.75","10.86","49.75","7.88","8.46","48.25","1.83","1.43","56.04","23.18","83.05","17.13","19.75","46.45","7.99","9.5","45.70","0.82","0.68","54.76","10.31","92.83","24.15","26.38","47.80","12.54","14.23","46.85","0.47","0.29","61.90","3.71","97.98","10.36","92.88","1.032"
"4","Vegas Golden Knights","37","49.5396","22","11","4","20","48","0.649","64.58","51.92","55.44","49.53","38.3","56.39","35.84","28.45","55.75","2.78","2.49","52.80","3.03","2.18","58.23","31.88","23.34","57.74","20.69","14.34","59.07","2.52","1.96","56.20","12.18","86.30","13.36","9.3","58.96","9.92","7.17","58.05","1.57","1.34","53.93","15.84","81.28","18.53","14.04","56.88","10.77","7.17","60.04","0.95","0.62","60.42","8.81","91.32","27.53","23.44","54.01","13.32","12.41","51.78","0.26","0.52","33.33","1.97","95.78","7.76","91.25","0.990"
"21","Washington Capitals","33","46.8101","18","10","5","17","41","0.621","61.45","55.16","52.70","45.02","41.52","52.02","32.08","30.02","51.66","3.03","2.95","50.65","2.6","2.49","51.02","29.05","25.36","53.39","16.55","15.42","51.76","2.52","2.37","51.59","15.26","84.63","11.85","11.07","51.69","8.51","8.04","51.41","1.9","1.71","52.69","22.37","78.74","17.21","14.29","54.62","8.04","7.38","52.14","0.62","0.66","48.48","7.73","91.05","26.49","22.96","53.57","13.56","12.2","52.64","0.47","0.54","46.15","3.44","95.54","9.44","90.17","0.996"
"27","Winnipeg Jets","37","49.2649","20","14","3","19","43","0.581","56.32","57.24","49.59","42.53","44.5","48.87","30.22","31.63","48.86","2.11","2.34","47.41","2.18","2.63","45.42","24.95","27.65","47.43","14.29","16.43","46.52","1.78","2.07","46.15","12.44","87.37","9.12","12.41","42.35","6.29","9.18","40.64","0.95","1.65","36.71","15.18","82.08","15.83","15.24","50.95","8","7.24","52.48","0.82","0.43","65.79","10.29","94.09","27.85","25.77","51.93","14.45","13.92","50.93","0.33","0.26","55.56","2.28","98.11","6.97","92.61","0.996"

"25","Anaheim Ducks","41","48.3752","19","14","8","16","46","0.561","56.21","60.38","48.21","42.96","45.74","48.43","28.22","31.28","47.43","2.3","2.15","51.70","2.53","2.91","46.50","27.65","30.52","47.53","15.94","18.54","46.23","2.03","2.03","50.00","12.71","89.07","11.92","13.67","46.57","8.41","10.19","45.20","1.48","1.63","47.57","17.63","83.98","15.73","16.85","48.28","7.53","8.35","47.43","0.54","0.39","58.06","7.23","95.29","23.6","24.59","48.96","10.65","11.47","48.15","0.27","0.09","75.00","2.56","99.21","8.15","93.13","1.013"
"21","Arizona Coyotes","41","47.5305","20","17","4","19","44","0.537","59.08","60.47","49.42","44.49","43.69","50.45","31","30.42","50.48","2.12","2.06","50.74","2.44","2.31","51.38","25.62","26.11","49.52","15.46","14.75","51.17","1.85","1.75","51.28","11.95","88.10","11.7","11.45","50.53","8.16","7.88","50.86","0.95","1.26","43.06","11.70","83.98","13.92","14.66","48.71","7.3","6.87","51.52","0.89","0.49","64.44","12.24","92.83","27.06","27.56","49.55","13.21","13.86","48.81","0.25","0.28","47.06","1.86","98.00","6.85","93.22","1.001"
"24","Boston Bruins","41","49.0524","29","9","3","28","61","0.744","59.01","48.42","54.93","45.53","36.4","55.57","32.4","26.82","54.71","2.33","1.85","55.71","2.31","1.93","54.49","25.27","20.53","55.18","16.26","13.81","54.07","2.03","1.34","60.18","12.48","90.28","9.52","8.71","52.21","7.46","7.19","50.92","1.43","0.95","60.00","19.20","86.72","15.75","11.81","57.14","8.8","6.62","57.06","0.6","0.39","60.61","6.78","94.14","29.83","24.25","55.16","14.29","11.43","55.57","0.3","0.51","37.04","2.09","95.56","7.18","93.10","1.003"
"5","Buffalo Sabres","41","49.5236","21","15","5","18","47","0.573","54.25","54.05","50.10","43.23","42.55","50.40","31.5","31.88","49.70","2.45","2.63","48.26","2.19","2.16","50.32","23.7","23.26","50.47","14.69","15.16","49.21","2.1","2.3","47.65","14.29","84.80","10.79","10.05","51.77","7.86","7.74","50.38","1.48","1.36","52.08","18.80","82.44","12.91","13.21","49.43","6.83","7.42","47.93","0.62","0.95","39.62","9.09","87.25","25.44","25.09","50.35","15.25","15.01","50.39","0.35","0.33","52.17","2.33","97.83","7.79","91.75","0.995"
"22","Calgary Flames","41","48.9024","26","10","5","26","57","0.695","61.98","49.77","55.46","45.22","37.17","54.89","31.75","26.12","54.86","3.26","2.45","57.07","2.59","2.07","55.64","29.48","22.68","56.51","17.54","13.89","55.81","2.84","1.95","59.38","16.21","85.99","11.37","9.28","55.07","8.71","6.79","56.18","2.06","1.35","60.53","23.71","80.18","18.1","13.41","57.45","8.83","7.09","55.45","0.78","0.6","56.52","8.81","91.56","26.84","21.97","55.00","12.87","10.2","55.77","0.42","0.48","46.67","3.26","95.31","10.27","90.61","1.009"
"8","Carolina Hurricanes","41","48.7675","24","13","4","22","52","0.634","66.44","54.46","54.95","50.74","40.87","55.39","33.79","27.94","54.74","2.61","2.28","53.37","3.3","2.51","56.80","31.63","24.19","56.67","17.55","13.17","57.13","2.1","1.89","52.63","11.97","85.65","15.33","11.55","57.03","9.9","7.65","56.41","1.35","1.41","48.91","13.64","81.57","16.29","12.63","56.33","7.65","5.52","58.09","0.75","0.48","60.98","9.80","91.30","29.29","24.67","54.28","14.7","12.9","53.26","0.51","0.39","56.67","3.47","96.98","7.73","91.84","0.996"
"23","Chicago Blackhawks","41","48.9252","19","14","8","16","46","0.561","58.42","58.45","49.99","41.97","43.16","49.30","33.02","34.55","48.87","2.57","2.69","48.86","2.41","2.73","46.89","28.54","29.49","49.18","17.38","18.54","48.38","2.3","2.3","50.00","13.25","87.58","11.31","13.46","45.65","8.94","10.59","45.79","1.62","1.41","53.47","18.06","86.72","17.23","16.03","51.80","8.43","7.96","51.46","0.69","0.9","43.40","8.16","88.72","25.48","24.29","51.20","14.6","14.6","50.00","0.27","0.39","40.91","1.84","97.34","7.79","92.21","1.000"
"13","Colorado Avalanche","41","46.8163","21","14","6","19","48","0.585","58.67","54.86","51.68","43.11","39.35","52.27","33.17","29.6","52.84","2.53","2.19","53.64","2.4","2.06","53.80","28.98","22.91","55.84","18.29","13.85","56.91","2.16","1.84","53.91","11.79","86.68","11.63","9.13","56.02","8.88","6.69","57.03","1.5","1.22","55.17","16.90","81.78","17.35","13.79","55.72","9.41","7.16","56.79","0.66","0.63","51.22","6.98","91.27","24.91","25.85","49.08","13.5","13.91","49.26","0.38","0.34","52.17","2.78","97.53","7.63","92.61","1.002"
"15","Columbus Blue Jackets","41","49.8114","22","17","2","22","46","0.561","56.44","53.06","51.54","44.33","39.63","52.80","32.79","29.35","52.77","2.73","2.85","48.95","2.53","2.29","52.45","27.03","23.36","53.64","18.22","15.63","53.82","2.26","2.38","48.73","12.42","84.77","11.37","9.96","53.31","8.58","7.93","51.96","1.47","1.53","49.02","17.12","80.74","15.66","13.4","53.89","9.64","7.7","55.59","0.79","0.85","48.21","8.23","88.93","23.94","23.74","50.22","12.93","12.52","50.81","0.44","0.44","50.00","3.41","96.48","8.33","90.29","0.986"
"12","Dallas Stars","41","49.078","24","14","3","24","51","0.622","59.4","58.53","50.37","42.64","41.95","50.41","31.73","30.53","50.96","2.36","1.79","56.83","2.63","2.36","52.68","30.5","26.39","53.62","18.1","15.51","53.86","1.88","1.46","56.25","10.38","90.58","13.36","10.88","55.10","9.96","8.41","54.22","1.37","1.07","56.10","13.77","87.23","17.15","15.51","52.51","8.14","7.1","53.42","0.51","0.39","56.67","6.23","94.54","22.69","25.23","47.36","11.93","13.27","47.34","0.48","0.3","61.54","4.00","97.75","7.42","94.14","1.016"
"10","Detroit Red Wings","41","49.6057","17","19","5","15","39","0.476","50.06","55.46","47.44","38.17","43.6","46.68","27.79","31.95","46.52","2.36","2.39","49.69","2.08","2.54","45.01","23.57","26.26","47.31","14.72","16.79","46.72","2.07","1.89","52.24","14.03","88.75","8.82","11.12","44.23","6.87","8.38","45.07","1.36","1.33","50.55","19.74","84.15","14.75","15.13","49.36","7.85","8.41","48.28","0.71","0.56","55.81","9.02","93.33","20.95","24.01","46.59","10.89","13.3","45.00","0.3","0.5","37.04","2.71","96.23","8.49","92.52","1.010"
"31","Edmonton Oilers","41","49.2817","18","19","4","17","40","0.488","55.74","57.73","49.12","41.22","42.2","49.41","29.37","31.8","48.01","2.43","2.76","46.86","2.49","2.63","48.70","27.02","27.5","49.56","15.35","16.75","47.83","2.17","2.17","50.00","14.12","87.06","11.61","12.12","48.94","7.66","8.58","47.17","1.25","1.46","46.15","16.28","83.04","15.41","15.38","50.05","7.69","8.17","48.50","0.92","0.71","56.36","11.97","91.27","23.96","23.9","50.06","12.77","13.27","49.03","0.24","0.59","28.57","1.86","95.53","8.29","91.32","0.996"
"29","Florida Panthers","41","47.7496","20","13","8","19","48","0.585","54.55","53.79","50.35","42.14","41.31","50.50","31.54","30.28","51.02","2.57","2.36","52.17","2.42","2.45","49.77","24.61","23.2","51.47","15.75","14.62","51.87","2.27","2.05","52.48","14.40","85.95","9.68","10.24","48.62","7.29","7.97","47.79","1.44","1.56","47.96","19.75","80.38","14.93","12.96","53.52","8.46","6.65","55.98","0.83","0.49","62.79","9.78","92.63","24.76","25.16","49.60","14.01","13.67","50.61","0.31","0.28","52.63","2.19","97.98","8.16","92.21","1.004"
"16","Los Angeles Kings","41","49.2935","17","21","3","16","37","0.451","52.07","56.67","47.88","39.72","43.58","47.68","26.75","29.33","47.70","2.17","2.61","45.34","2.23","2.41","48.06","24.46","26.42","48.07","13.27","14.28","48.17","1.75","2.17","44.70","13.20","84.82","9.32","9.65","49.14","6.06","6.86","46.90","1.16","1.25","48.15","19.12","81.82","15.14","16.77","47.44","7.21","7.42","49.29","0.59","0.92","39.22","8.23","87.60","22.56","26.1","46.37","11.85","13.39","46.94","0.42","0.45","48.28","3.51","96.67","8.10","91.09","0.992"
"20","Minnesota Wild","41","48.3362","16","18","7","15","39","0.476","57.55","53.65","51.76","44.66","39.18","53.27","31.7","27.64","53.42","2.03","2.24","47.52","2.24","1.86","54.66","24.16","20.38","54.25","15.05","12.17","55.28","1.7","1.67","50.45","11.27","86.32","10.84","8.02","57.46","8.08","6.3","56.21","1","1.18","45.83","12.36","81.25","13.32","12.35","51.89","6.96","5.87","54.25","0.7","0.48","58.97","10.00","91.75","26.73","26.4","50.31","14.96","13.93","51.78","0.33","0.58","36.67","2.23","95.87","6.40","91.89","0.983"
"30","Montreal Canadiens","41","48.0402","25","12","4","23","54","0.659","71.46","54.1","56.91","50.17","38.66","56.48","37.26","28.85","56.36","3.23","2.35","57.92","2.83","2.07","57.77","31.01","23.91","56.46","18.52","14.16","56.66","2.8","2.16","56.44","15.13","84.73","12.86","9.47","57.57","9.41","6.79","58.08","1.89","1.22","60.78","20.06","82.06","18.16","14.44","55.70","9.11","7.37","55.27","0.91","0.94","49.18","10.03","87.19","32.9","24.37","57.45","16.94","13.16","56.28","0.43","0.18","70.00","2.52","98.61","8.67","91.87","1.005"
"27","Nashville Predators","41","46.9114","25","14","2","22","52","0.634","61.74","50.72","54.90","47.45","38.46","55.23","33.97","28.26","54.59","2.56","2","56.16","2.56","2.11","54.73","28.04","22.99","54.95","16.66","14.97","52.66","2.28","1.62","58.40","13.67","89.17","11.2","9.48","54.15","8.27","7.46","52.58","1.43","0.9","61.33","17.36","87.87","16.85","13.51","55.50","8.39","7.52","52.75","0.84","0.72","54.00","10.04","90.46","28.48","22.27","56.12","15.82","11.89","57.09","0.28","0.37","42.86","1.78","96.85","7.53","92.94","1.005"
"18","New Jersey Devils","41","47.5195","20","14","7","19","47","0.573","51.49","54.85","48.42","41.36","42.74","49.18","29.75","29.72","50.03","2.4","2.37","50.32","2.35","2.29","50.67","23.37","24.27","49.06","15.18","15.24","49.90","1.88","1.91","49.59","12.37","87.47","9.55","7.95","54.58","7.33","6.01","54.97","1.32","1.11","54.43","18.07","81.54","13.83","16.32","45.86","7.85","9.24","45.95","0.55","0.8","40.91","7.06","91.33","24.08","25.68","48.39","13.49","13.27","50.40","0.52","0.43","54.84","3.88","96.75","8.07","92.02","1.001"
"19","New York Islanders","41","49.2797","24","13","4","21","52","0.634","52.56","55.41","48.68","39.05","39.73","49.57","29.16","28.33","50.72","2.49","1.93","56.38","2.48","2.28","52.16","28.36","27.35","50.91","17.61","15.95","52.48","2.29","1.6","58.78","12.98","89.94","13.93","10.99","55.90","10.96","8.46","56.42","1.84","1.19","60.78","16.80","85.96","14.43","16.36","46.87","6.65","7.48","47.06","0.45","0.42","51.72","6.70","94.44","20.02","23.34","46.16","10.04","11.4","46.81","0.21","0.33","38.89","2.07","97.14","8.55","93.19","1.017"
"6","New York Rangers","41","48.6687","18","14","9","16","45","0.549","52.44","56.62","48.08","39.42","41.86","48.50","28.99","30.43","48.79","2.23","2.16","50.68","2.49","2.45","50.39","26.73","27.66","49.14","16.09","15.82","50.42","1.86","1.92","49.21","11.59","87.83","12.96","12.09","51.74","9.62","8.66","52.63","1.29","1.38","48.31","13.44","84.03","13.77","15.58","46.93","6.46","7.16","47.46","0.57","0.54","51.35","8.84","92.44","19.94","23.48","45.91","11.22","12.72","46.86","0.36","0.24","60.00","3.22","98.11","7.68","92.89","1.006"
"9","Ottawa Senators","41","49.222","18","19","4","18","40","0.488","55.36","65.56","45.78","41.53","47.57","46.61","29.02","34.34","45.80","2.59","2.5","50.88","2.36","2.45","49.00","26.07","27.89","48.32","14.24","15.28","48.24","2.26","2.02","52.78","15.87","86.77","11.39","10.79","51.34","8.03","8.06","49.91","1.37","1.43","48.94","17.04","82.29","14.69","17.1","46.21","6.21","7.22","46.24","0.89","0.59","60.00","14.35","91.77","23.96","31.43","43.26","13.02","17.54","42.61","0.3","0.45","40.00","2.28","97.46","8.91","92.73","1.016"
"26","Philadelphia Flyers","41","48.2675","19","18","4","17","42","0.512","59.91","59.24","50.28","44.02","42.9","50.65","30.93","32.38","48.85","2.36","2.82","45.61","2.4","2.41","49.85","25.1","24.29","50.83","14.13","15.07","48.39","2.03","2.43","45.58","14.38","83.90","10.19","9.79","50.99","7.25","7.55","48.98","1.33","1.27","51.16","18.41","83.13","14.92","14.49","50.72","6.88","7.52","47.79","0.7","1.15","37.70","10.13","84.68","27.56","28.53","49.14","14.37","14.98","48.97","0.33","0.36","47.83","2.32","97.57","7.65","91.29","0.989"
"7","Pittsburgh Penguins","41","48.5813","23","14","4","23","50","0.610","57.57","58.95","49.41","42.93","43.86","49.46","33.41","33.53","49.91","2.83","2.32","54.97","2.64","2.52","51.16","28.44","26.12","52.13","19.04","17.47","52.15","2.56","2.02","55.92","13.45","88.45","12.86","10.63","54.74","10.42","8.22","55.90","1.63","1.27","56.25","15.61","84.62","15.57","15.48","50.15","8.62","9.25","48.23","0.93","0.75","55.36","10.84","91.86","23.98","26.96","47.07","12.74","14.34","47.05","0.27","0.24","52.94","2.13","98.32","8.48","93.08","1.016"
"4","San Jose Sharks","41","49.1154","25","11","5","25","55","0.671","62.6","49.79","55.70","44.93","36.38","55.26","31.73","25.68","55.27","2.95","2.5","54.10","2.76","2.2","55.62","29.11","22.5","56.41","17.52","14.06","55.47","2.5","2.03","55.26","14.29","85.59","12.78","9.83","56.52","9.62","7.6","55.88","1.61","1.4","53.47","16.72","81.57","16.33","12.66","56.32","7.9","6.47","54.98","0.89","0.63","58.82","11.32","90.32","26.76","21.9","54.99","12.72","10.13","55.67","0.45","0.48","48.39","3.51","95.29","9.30","90.26","0.996"
"11","St Louis Blues","41","48.9378","24","15","2","21","50","0.610","56.49","51.4","52.36","41.89","37.92","52.49","30.86","27.75","52.65","2.9","2.48","53.89","2.5","2.15","53.81","29.28","25.66","53.29","17.82","16","52.70","2.45","2.21","52.56","13.76","86.17","11.54","9.21","55.62","8.82","7.48","54.13","1.73","1.53","53.21","19.66","79.60","17.73","16.45","51.88","9","8.52","51.37","0.72","0.69","51.06","7.97","91.93","22.25","21.65","50.68","11.57","10.44","52.58","0.42","0.27","60.87","3.62","97.42","9.40","91.06","1.005"
